hospital_id,hospital_name,address,latitude,longitude
A1107406,가우디치과병원,"서울특별시 강남구 테헤란로 520, 4층 (대치동, 삼안빌딩)",37.5078254575,127.0610611946
A1116912,24시열린의원,"서울특별시 양천구 목동동로 233-1, 109호 (목동, 현대드림타워)",37.5274862615567,126.871566699077
B1104354,경희토정한의원,"서울특별시 강남구 삼성로 212, 2층 235호 (대치동, 은마아파트)",37.49533240162413,127.06391992646373
A1107087,(의)열린의료재단예인의원,"서울특별시 강서구 양천로 366, 5,6층 (가양동, 미라클빌딩)",37.5672306850318,126.842911175186
A1124011,21성형외과의원,"서울특별시 서초구 강남대로 441, 서산빌딩 10층 (서초동)",37.5017358451233,127.025278490231
A1117879,가산의원,"서울특별시 금천구 가산디지털1로 186, 4층 403호 (가산동, 제이플라츠)",37.4819121882,126.8815830343
A1107036,365MC의원,"서울특별시 노원구 동일로 1392, 5,6층 (상계동)",37.6530537904638,127.061324512782
B1105758,경희부부한의원,"서울특별시 강동구 양재대로 1478, 4층 (길동)",37.5376937056369,127.140227539906
B1106459,365공릉차한의원,"서울특별시 노원구 동일로 1098, 지하1층, 지상3층 (공릉동)",37.6279664534118,127.072245353338
A1107679,강남유닉플란트치과의원,"서울특별시 강남구 봉은사로 111, 801호 (논현동)",37.56083625181834,126.97904783905594
A1102327,365더튼튼의원,"서울특별시 구로구 경인로 191, 2,3층 (오류동)",37.4956264999,126.8423261269
B1100968,강남청아한의원,"서울특별시 강남구 남부순환로 2933, 203호 (대치동, 대치상가 )",37.493928353682165,127.06104083245444
C1109194,365다시재한방병원,"서울특별시 송파구 위례서로 248, 3층 일부, 4층 (거여동)",37.4866427532962,127.142262855079
A1120598,1밀리미터성형외과의원,"서울특별시 강남구 강남대로 446, 한웰빌딩 3층 (역삼동)",37.5023891093389,127.02594810924924
C1109182,365매일한방병원,"서울특별시 동대문구 천호대로 3, 지하1,지상1~2층 (신설동)",37.5753483891625,127.024344406042
A1119923,강남그랜드치과의원,"서울특별시 서초구 사평대로 368, 중앙빌딩 5층 (서초동)",37.5037879786,127.0235193056
A1125107,365열린치과의원,"서울특별시 영등포구 신길로 167, 301호 (신길동)",37.507058335897,126.910748289958
A1124490,365메트로의원,"서울특별시 강남구 학동로 지하102, 논현역 212호 (논현동)",37.5111988300765,127.021657861669
B1106205,365청추나한의원,"서울특별시 은평구 은평로 170, 상현빌딩 2층 205호 (응암동)",37.6010893852841,126.926662375326
A1106181,(의)열린의료재단오경식의원,"서울특별시 구로구 가마산로27길 14, 신원빌딩 2층 (구로동)",37.4977293058869,126.891852633222
A1122659,강남하이텍의원,"서울특별시 송파구 송파대로 111, 205동 412,415호 (문정동, 파크하비오)",37.4796683841344,127.124913859704
B1105424,경희삼성한의원,서울특별시 관악구 신림로 151 (신림동),37.4724775165,126.9329986313
A1124115,CBK최영균치과의원,"서울특별시 노원구 동일로180길 14, 공릉쇼핑센타 3층 (공릉동)",37.6219534132134,127.075326139356
A1102367,고려MS영상의학과의원,"서울특별시 구로구 구로중앙로 68, 4층409,410호 (구로동,신인타워)",37.495860314768,126.888807280468
A1124044,고려M영상의학과의원,"서울특별시 동대문구 천호대로 2, 이지빌딩 5층 (신설동)",37.5750052699082,127.023557307449
B1105512,경희동서한의원,"서울특별시 강동구 구천면로 233, 한양메디스퀘어 6층층 (천호동)",37.5416472221,127.1301343938
A1108232,2080치과의원,"서울특별시 송파구 백제고분로 365, 지하1층 105호 (석촌동, 태문빌딩)",37.50533055555556,127.10604999999998
A1116494,호산소아청소년과의원,"서울특별시 영등포구 국제금융로7길 3, 210호 (여의도동)",37.5225616247,126.9312027152
A1117855,강남준성형외과의원,"서울특별시 서초구 강남대로 547, 2층 (반포동, 한국교과서연구재단빌딩)",37.5106505,127.0210421821
A1124922,CNP차앤박피부과의원,"서울특별시 영등포구 여의나루로 53-1, 4층 (여의도동, 대오빌딩)",37.5227019151559,126.924993896764
A1120821,365문정사랑의원,"서울특별시 송파구 송이로32길 37, 1층 (문정동, 문정푸르지오아파트)",37.4869810920009,127.127244307271
A1108384,골드치과의원,서울특별시 광진구 자양로15길 26 2층 (자양동),37.5357350021337,127.082165866147
B1105564,강서온정한의원,"서울특별시 강서구 금낭화로 91-2, 대승프라자 4층 401호 (방화동)",37.5736504764,126.8110813709
A1101647,가나이비인후과의원,"서울특별시 서초구 서초중앙로 230, 4층 (반포동, 반포동화프라자)",37.5021563648911,127.012024373585
B1104968,강산한의원,"서울특별시 강서구 강서로45길 13, 3층 (화곡동)",37.54784991747991,126.8353902740088
A1107556,강우곤치과의원,서울특별시 종로구 삼일대로 443,37.573960183476096,126.98707723178786
B1104819,365본맥한의원,"서울특별시 성북구 보국문로 51, 2층 (정릉동, 안진빌딩)",37.6091103235132,127.009548383853
A1124702,365삼성의원,"서울특별시 강남구 도곡로 331, 7층 (역삼동)",37.4964928018315,127.052199273657
A1101087,강일코모키이비인후과의원,"서울특별시 강동구 아리수로93길 27, 304호 (강일동)",37.56562239138539,127.1738171036809
A1120508,365서울원탑치과의원,"서울특별시 강서구 강서로 179, 3,4층 302, 401, 402호 (화곡동)",37.541395697,126.8410394342
A1121092,공덕연세이비인후과의원,"서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 B동 5층 4호 (도화동)",37.542695620343,126.951422502066
A1124000,고려엔케이연합의원,"서울특별시 강서구 화곡로 398, 4층 (등촌동, 홈플러스 강서점)",37.5584699599397,126.854819012937
B1101313,광개토한의원,"서울특별시 강동구 고덕로 131 (암사동, 강동롯데캐슬퍼스트아파트)",37.5552528493133,127.140347239304
A1117332,고움의원,"서울특별시 노원구 노해로 501, 201호,203호 (상계동, 노원빌딩)",37.6552190449765,127.063512438351
A1100095,공안과병원,서울특별시 강동구 풍성로37길 45 (성내동),37.5339148820044,127.126027072458
B1106117,경희예가한의원,"서울특별시 강남구 테헤란로51길 23, 3층 304호 (역삼동)",37.5051902735793,127.045747691089
B1106462,365소리안한의원,"서울특별시 강남구 학동로 339, 세한빌딩 2층 (논현동)",37.5171405161205,127.040183821914
B1106522,365송파한의원,"서울특별시 송파구 중대로 304, 3층 (오금동)",37.5073970930133,127.13319570273
A1124264,고척으뜸내과의원,"서울특별시 구로구 경인로43길 49, B동 201호 (고척동, 고척아이파크)",37.4990691887707,126.857532971967
A1121193,게이트성형외과의원,"서울특별시 강남구 강남대로 476, urbanhive 10층 (논현동)",37.50490856937278,127.02479086770352
B1106521,365쌩쌩한의원,"서울특별시 송파구 가락로 210, 102호 (송파동)",37.507019941349,127.116477135427
B1101297,경희제일한의원,"서울특별시 강동구 성안로25길 6, 상가 204호 (천호동, 삼성아파트)",37.53803417620658,127.134984382011
B1105503,경희이끌림한의원,"서울특별시 송파구 송파대로 408, 하림빌딩 2층 (송파동)",37.50373644729999,127.1089785725
B1105955,강원한의원,"서울특별시 강남구 언주로152길 14, 로데오빌딩 5층 (신사동)",37.5226263457201,127.034849358762
A1100706,건강한가정의학과의원,서울특별시 강서구 강서로16길 32 (화곡동),37.5330797875,126.8481260381
A1104720,강피부과의원,"서울특별시 관악구 은천로 109, 2층 201호 (봉천동, 한독빌딩)",37.48700372780386,126.94755588224808
A1100930,365엠씨의원,"서울특별시 성북구 아리랑로 3, 5층 (동소문동6가, 기업은행)",37.5930241251186,127.016174486678
A1110131,호치과의원,"서울특별시 중랑구 겸재로 180, 3층 (면목동)",37.5882008093275,127.087951338267
B1106245,365어울림한의원,"서울특별시 강서구 초록마을로 15, 102~104호 (화곡동, 은가람팰리스)",37.5443896345677,126.846078953518
A1123681,365코이의원,"서울특별시 강남구 강남대로118길 12, 부경빌딩 3층, 5층 (논현동)",37.5063118920787,127.024757288909
A1100681,갸름한성형외과의원,"서울특별시 강남구 강남대로 390, 21층 (역삼동)",37.49784022341722,127.02857918568112
A1125283,365탑치과의원,"서울특별시 관악구 남부순환로 2082-25, 3층 (남현동)",37.4760566794321,126.981012772295
A1107878,호현치과의원,"서울특별시 중구 다산로 222, 2층 (신당동)",37.5628525208577,127.015591399432
A1116527,곽내과의원,"서울특별시 종로구 자하문로 58, 3층 (창성동)",37.5812527890293,126.971269860764
A1124928,군자성모정형외과의원,"서울특별시 광진구 능동로 295, ES빌딩 1층 102호 (군자동)",37.5561330850616,127.07844286512
B1100352,계룡한의원,"서울특별시 마포구 만리재로 133, 4층 (아현동, 계룡빌딩)",37.55165988599335,126.96213863784642
B1105811,경희무릅나무한의원,"서울특별시 강남구 테헤란로63길 9, 201,202,203호 (삼성동)",37.50575472338361,127.05004373481827
B1105113,경희우소홍한의원,"서울특별시 영등포구 국제금융로 78, 303호 (여의도동, 홍우빌딩)",37.5208713999,126.9312992889
A1102203,경이비인후과의원,"서울특별시 광진구 광나루로 608, (구의동)",37.54118611111111,127.09528333333331
B1105560,경희호강한의원,서울특별시 관악구 조원로 132 (신림동),37.4852544287,126.9169226113
A1118722,교대화인마취통증의학과의원,"서울특별시 서초구 서초중앙로 147, 3층 (서초동, 서초법조타운)",37.4948756733211,127.013058470945
A1108667,공릉치과의원,서울특별시 노원구 동일로 1045 (공릉동),37.6234059297882,127.073411876507
B1106246,365황금손한의원,"서울특별시 관악구 난곡로 305, 대영빌딩 3층 (신림동)",37.4812450067843,126.914364402765
A1120583,815의원,"서울특별시 강남구 논현로 822, 로뎀빌딩 4,5,6층 (신사동)",37.5217786860123,127.028447137115
B1103914,국중연한의원,"서울특별시 송파구 석촌호수로 84 (잠실동,2층 제1호,2호)",37.50872369764408,127.08673707315072
B1102976,경희설한의원,"서울특별시 서초구 남부순환로 2614, 307호 (양재동)",37.4844742455,127.036674157
A1122053,골든발란스여성의원,"서울특별시 서초구 강남대로 535, 프린스빌딩 9,10층 (반포동)",37.5096090184365,127.021598701287
A1102288,권마취통증의학과의원,서울특별시 구로구 구로동로26길 115 (구로동),37.4901321937348,126.890478535204
A1106675,구원창문외과의원,"서울특별시 동작구 동작대로 89, 골든시네마타워 3층 301호 (사당동)",37.4846154681034,126.98166514808764
A1107392,국립정신건강센터,"서울특별시 광진구 용마산로 127 (중곡동, 국립정신건강센터)",37.56513373373313,127.08580524081464
A1102240,고성종의원,"서울특별시 노원구 석계로9길 33, (월계동)",37.61671542317573,127.06270416111246
B1105979,경희아인한의원,"서울특별시 강동구 올림픽로 664, 306호 (천호동, 대우 한강 베네시티)",37.540555377209,127.124975762766
A1123840,88월드치과의원,"서울특별시 영등포구 도림로 144, 88월드타워 3층 (대림동)",37.493335973391,126.89821279355
A1123351,88플러스내과의원,"서울특별시 강서구 방화동로 40, 2층 (공항동)",37.5640509513824,126.811268489685
A1108676,광진하나치과의원,"서울특별시 광진구 능동로13길 39, 3층 (화양동)",37.543959020957,127.069757721395
A1124499,365엠씨람스의원,"서울특별시 영등포구 영중로 6, 11~13층 (영등포동3가, 영등포키스톤타워)",37.5169636928472,126.906654619916
B1106156,가다정한의원,"서울특별시 광진구 능동로 302, 3층 (능동)",37.5565941097975,127.079543523196
A1124240,365온(ON)가정의원,"서울특별시 중구 왕십리로 407, B1층 2호 (신당동, 신당 파인힐 하나유보라)",37.5647799977176,127.024709957671
B1101959,경희불로장생한의원,서울특별시 강동구 천중로52길 27,37.53955527199064,127.14396212238648
A1123072,CBK성형외과의원,"서울특별시 강남구 봉은사로 209, 7층 (논현동)",37.5079322777816,127.035012857641
B1106228,광남한의원,서울특별시 종로구 종로 251-3(종로5가),37.5714610810276,127.005608148003
A1105312,구로성모의원,"서울특별시 구로구 가마산로 220, 동성빌딩 2층 (구로동)",37.49346711925848,126.8856293632177
B1101221,금호경희한의원,"서울특별시 성동구 독서당로 307-1, 3층 (금호동3가)",37.54836604721704,127.02304898938792
B1104729,경희예가한의원,"서울특별시 강남구 봉은사로73길 47, 1층 (삼성동)",37.51540291236811,127.04948913692306
A1117041,SC제일산부인과의원,서울특별시 광진구 광나루로 506 (구의동),37.5447170145947,127.085664922443
A1110925,SJ서울삼정치과의원,"서울특별시 강남구 봉은사로 205 (논현동, 상하빌딩 2층)",37.5077659311428,127.034472042487
A1103879,SNU하안과의원,"서울특별시 노원구 화랑로 337, 4층 (월계동)",37.6152393519423,127.065169222212
A1124403,365올케어치과의원,"서울특별시 중구 동호로 171, 4층 (신당동)",37.553478403261,127.011305155237
A1110102,UC성심치과의원,"서울특별시 중랑구 용마산로 503, 5층 (망우동)",37.5961113613677,127.099920402648
A1123674,88플러스내과산부인과의원,"서울특별시 노원구 동일로192길 74, 201,202호 (공릉동, 우은빌딩)",37.6270616730914,127.07710132272
A1121334,WE(더블유이)의원,"서울특별시 영등포구 양평로 22, 당산타워 7층 (당산동6가)",37.5331572915693,126.903933458671
A1122737,궁동의원,"서울특별시 구로구 부일로15길 4, 201호 (궁동)",37.4935163491463,126.834426968582
A1109605,그레이스치과의원,"서울특별시 용산구 이태원로 173, 3층 (이태원동)",37.5346548931,126.9932657923
A1108599,e-바른치과의원,"서울특별시 강서구 강서로 163, 3층 (화곡동, 콤마빌딩)",37.5412413213065,126.840345915343
A1108341,e-하얀치과의원,서울특별시 송파구 중대로9길 41,37.4967859701532,127.118372709683
A1101940,김기범이비인후과의원,서울특별시 성북구 성북로4길 52,37.5944725333435,127.012706037821
A1116700,기쁨정원치과병원,"서울특별시 강남구 밤고개로1길 10, 315호 (수서동, 수서현대벤쳐빌)",37.4880244867416,127.101844450006
A1117898,e365치과의원,서울특별시 서대문구 수색로 56 3층 (북가좌동),37.5708154693004,126.912242300278
B1100603,경희태화당한의원,"서울특별시 서대문구 수색로2길 6, 2층 (남가좌동)",37.57022183306273,126.91600428344329
A1119577,고려튼튼정형외과의원,"서울특별시 종로구 송월길 99, 2226,2227,2228호 (홍파동, 경희궁자이)",37.56920504834941,126.96384636698409
B1106332,가디한의원,"서울특별시 서초구 남부순환로315길 104, 성누가의원 2층 (서초동)",37.4830944873651,127.007522043909
A1105109,금산부인과의원,"서울특별시 양천구 신목로 86, 3층 (신정동)",37.52230622071717,126.87475899974412
A1124713,e원플란트치과의원,"서울특별시 동대문구 휘경로 15, 3층 (이문동)",37.5959001609367,127.061962760963
A1109826,koko코코치과의원,"서울특별시 노원구 동일로 1005, 대정빌딩 2층 (공릉동)",37.6199276979518,127.074514434411
A1117499,고운가정의학과의원,서울특별시 강동구 동남로79길 26 (고덕동),37.55983464659188,127.15506030344784
B1105605,김범한의원,"서울특별시 동작구 국사봉1길 11, 대룡빌딩 (상도동)",37.4990118186,126.9292430228
A1109862,권명대치과의원,서울특별시 중구 세종대로 68 (태평로2가),37.56223611111111,126.97660833333332
A1101330,기분좋은연세365의원,"서울특별시 은평구 응암로 223, 2층 3층 (응암동)",37.59197641308605,126.9174064996745
A1121527,가연관악산부인과의원,서울특별시 관악구 남부순환로 1838 (봉천동),37.480431385536,126.953962484327
A1110571,고운이치과의원,서울특별시 강남구 선릉로 32,37.48267539190812,127.06091564644528
A1111087,고운이치과의원,서울특별시 관악구 은천로 114 (봉천동),37.48664259719149,126.9479768524914
A1111174,국회사무처부속치과의원,서울특별시 영등포구 의사당대로 1,37.53098126238796,126.91543005028254
A1101156,골든뷰성형외과의원,"서울특별시 강남구 압구정로 449, 3층 (청담동, 청하빌딩)",37.52623959153097,127.04655572360237
A1124021,가넷성형외과의원,"서울특별시 강남구 압구정로30길 51, I.S.A 빌딩 5층 (신사동)",37.5239285235536,127.029366308026
B1105540,고운결한의원,"서울특별시 강동구 올림픽로 664, 306호 (천호동, 대우 한강 베네시티)",37.540555377209,127.124975762766
A1108025,곽치과의원,"서울특별시 종로구 새문안로3길 30, 지하 118호 (내수동, 대우빌딩)",37.572958333333325,126.97175
A1123763,365봄연합의원,"서울특별시 강서구 양천로 424, 가양역 데시앙플렉스 지식산업센터 227,236~240호 (등촌동)",37.5642277147695,126.847971033372
A1119647,김경수정형외과의원,"서울특별시 강동구 구천면로 200, 2층 (천호동, 은평빌딩)",37.540281958736,127.126802458449
B1102874,가한의원,서울특별시 강서구 양천로 719 (염창동),37.54961137008601,126.8759309561438
A1124970,강남르시엘여성의원,"서울특별시 서초구 강남대로 206, 3층 (양재동)",37.4826683155589,127.036507410115
A1119256,굿모닝힐의원,"서울특별시 동작구 노량진로 225 (본동, 1층, 2층)",37.5129523806,126.9509875396
B1105897,365봄한의원,"서울특별시 은평구 통일로 626, 유림빌딩 2층 (녹번동)",37.602472019451,126.935407233318
A1124542,가산베스트치과의원,"서울특별시 금천구 가산디지털1로 219, 벽산디지털밸리6차 2층 214호 (가산동)",37.4844978892408,126.878992112173
A1105437,고준영이비인후과의원,서울특별시 강남구 삼성로 155  (대치동),37.4938804973,127.0629541135
A1124125,가락서울치과의원,"서울특별시 송파구 중대로9길 35, 3층 (가락동)",37.4963112057974,127.118306937019
A1107579,강남박치과의원,"서울특별시 강남구 논현로 507, 305호 (역삼동, 성지하이츠 3차)",37.5015784938059,127.036157208818
A1123931,가락우리치과의원,"서울특별시 송파구 송파대로27길 28, 동원빌딩 (문정동)",37.4910393744417,127.116169965123
A1102693,김안과의원,서울특별시 서대문구 통일로 107 (미근동),37.5644673535992,126.967488731674
A1109416,길치과의원,"서울특별시 구로구 경인로15길 4, SC메디칼센터 401호 (오류동)",37.4947110746689,126.839978443358
A1111461,김앤정스마일치과,서울특별시 구로구 도림로 67,37.4895224344356,126.891011550623
A1124423,가산테라치과의원,"서울특별시 금천구 디지털로10길 78, 가산테라타워 231,232호 (가산동)",37.4745325914718,126.889614189767
A1107707,김용래치과의원,서울특별시 성동구 독서당로 285-1  (금호동4가),37.54813055555555,127.02210833333332
A1103784,김인식내과의원,"서울특별시 성북구 정릉로 326 , 2층 (정릉동)",37.6020693327301,127.019324173459
A1100966,김세진소아청소년과의원,"서울특별시 성북구 화랑로 76, 지상1층 109-1,110호 (하월곡동, 코업스타클래스)",37.6018277386458,127.040463515854
B1102673,김정곤한의원,서울특별시 강남구 논현로176길 28(신사동),37.52752039517692,127.03064585695417
B1100274,김정기한의원,서울특별시 양천구 공항대로 558 (목동),37.54920499760127,126.86739632150876
A1103592,365서울연합의원,"서울특별시 중랑구 망우로 463, 2층 (망우동)",37.6006610422709,127.103637419702
A1125204,강남밴스의원,"서울특별시 서초구 강남대로 411, 12~13층 (서초동)",37.4991603195447,127.026510850477
B1105769,광화문허브한의원,"서울특별시 중구 무교로 19, 더익스체인지서울몰 4층 (무교동)",37.56763335699527,126.97898707560448
A1105029,광혜안과의원,서울특별시 강남구 남부순환로 2912,37.49068219947121,127.05611405159809
A1105640,가람정신건강의학과의원,"서울특별시 관악구 시흥대로 552, 석천빌딩 7층 (신림동)",37.48212087405279,126.90141580988102
A1124681,가산퍼스트정형외과의원,"서울특별시 금천구 벚꽃로36길 30, 207~214호 (가산동)",37.480670830247,126.885102981454
B1105767,365서울한의원,"서울특별시 구로구 도림로26길 10, 해맑은미소 5,6층 (구로동)",37.4909734883501,126.89426342919
B1101370,가람한의원,"서울특별시 양천구 목동남로4길 2, 2층 201호 (신정동, 세양청마루상가)",37.5082861466,126.864535361
A1104993,김영명이비인후과의원,"서울특별시 성북구 화랑로11길 35, (하월곡동)",37.6038636712014,127.042109752805
B1105518,교대한의원,"서울특별시 서초구 서초중앙로20길 21, 202호호 (서초동, 우정빌딩)",37.4924042172,127.0152610295
B1105904,국보한의원,서울특별시 광진구 아차산로36길 35 자양우성7차아파트 상가동 303호 (자양동),37.5370797649685,127.074101307304
A1105746,구명진이비인후과의원,"서울특별시 서초구 신반포로19길 10, H동 13-2호 (반포동, 반포아파트상가)",37.50103880518291,126.98674005822598
A1122802,김영재의원,"서울특별시 강남구 압구정로 429, 4층 2호 (청담동)",37.5272094613196,127.044057499636
A1119845,365아이디의원,"서울특별시 양천구 등촌로 2, 202호 (목동)",37.530324503,126.8643914298
B1101087,김석근한의원,"서울특별시 강남구 선릉로 707, 2층 (논현동)",37.51780269853862,127.04138705758636
B1100508,가로세로한의원,"서울특별시 서초구 서초중앙로24길 19, 6층 (서초동, 나라빌딩)",37.495042310750414,127.015682231875
B1106276,가양한의원,"서울특별시 강서구 양천로 461, 주영빌딩 2층 (가양동)",37.5630457825024,126.852223862157
A1122810,365엠씨(mc)람스에스씨(SC)의원,"서울특별시 서초구 강남대로 437, 대원빌딩 3층 (서초동)",37.5013634093685,127.025511220431
A1111502,e-좋은치과의원,"서울특별시 강북구 도봉로 255, 4층 (수유동)",37.6311424842904,127.023904344275
B1106220,가온자리한의원,"서울특별시 서초구 마방로2길 68, 2층 (양재동)",37.4705783117857,127.039273512676
A1125255,가바치과교정과치과의원,"서울특별시 강북구 도봉로 308, 북한산스카이빌딩 5층 503호 (번동)",37.6356640949861,127.02383520999
A1125423,가산시그니처정형외과의원,"서울특별시 금천구 가산디지털2로 144, 현대테라타워 가산DK 2층 211,212,213,214호 (가산동)",37.4810281626186,126.879311225819
A1124971,김향내과의원,"서울특별시 용산구 이촌로88길 16, 미학빌딩 4층 (이촌동)",37.5178484697556,126.977647490904
A1107943,김동기치과의원,"서울특별시 금천구 시흥대로 220, (시흥동)",37.45355937427341,126.90142428319308
A1106439,365엠씨(mc)의원,"서울특별시 강동구 천호대로 1034, 3층 301호 (성내동, 탑 메디칼센타)",37.5372073343198,127.12676817356
A1124287,가암염원석성형외과의원,"서울특별시 강남구 논현로171길 15, 카로시티1 5층 (신사동)",37.5254874291428,127.02714259476
A1107422,가야치과병원,"서울특별시 서초구 방배로 177, 4~6층 (방배동)",37.4892992684081,126.99228929275
A1124849,가양삼성정형외과의원,"서울특별시 강서구 양천로 490, 401, 501호 (등촌동)",37.5610683674353,126.854472954474
B1105498,가연한의원,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 A동 207호 (문정동)",37.48686205359999,127.12046907929998
A1124350,가온정신건강의학과의원,"서울특별시 광진구 아차산로 237, 삼진빌딩 4층 401호 (화양동)",37.5404985583829,127.069747255704
A1117186,훼미리365의원,"서울특별시 용산구 장문로 96, 2,3층 (보광동)",37.5259703316629,127.000126138627
A1120884,그레이스미의원,"서울특별시 동대문구 전농로 36, 답십리포레스트스퀘어 2층 202호 (답십리동)",37.568010500056864,127.05740663686332
A1102689,김영우신경정신과의원,서울특별시 강북구 도봉로 321,37.6369383051124,127.024097672622
A1123775,365웰정형외과재활의학과의원,"서울특별시 송파구 오금로 239, 365웰빌딩 지하1층, 2~5층 1층 103호 (방이동)",37.5066117801597,127.120259680595
B1105528,꿈의숲경희한의원,"서울특별시 강북구 도봉로 170, 동진빌딩 (미아동)",37.6240052832,127.0273858993
A1100116,365엠씨(mc)병원,"서울특별시 서초구 서초중앙로 126, 서울365mc병원 지하1층, 2~13층 (서초동)",37.4929905549467,127.014115205707
A1109618,김지수치과의원,서울특별시 영등포구 63로 45,37.5213527337159,126.937326091368
A1119589,김용훈정형외과의원,"서울특별시 강남구 언주로30길 10, 현대비전21 310호 (도곡동)",37.4873386711834,127.05155394203
A1107680,김화규치과의원,"서울특별시 중구 소공로 35, 307호 (회현동1가, 롯데캐슬아이리스 상가동)",37.5582247092319,126.981744459746
A1106372,(의)열린의료재단은평열린의원,"서울특별시 은평구 서오릉로 145, 상원빌딩 4층 (구산동)",37.611286414672,126.916477274153
A1104058,김용철외과의원,서울특별시 동작구 동작대로 51 (사당동),37.48118800353197,126.98148961003052
A1105683,김승만내과의원,"서울특별시 강북구 삼양로 294 (수유동, 김승만내과의원)",37.62967968685413,127.01808948078344
A1110468,김재형치과의원,"서울특별시 송파구 올림픽로4길 17 (잠실동, 아시아선수촌A 중심상가 314호)",37.5086522270455,127.076519720568
B1106343,가은치유한의원,"서울특별시 강남구 선릉로 427, 7층 (역삼동)",37.5030603030703,127.049314853598
A1109995,김정범치과의원,서울특별시 용산구 한남대로 57,37.5335533053688,127.00715594761296
A1119575,글로리성형외과의원,"서울특별시 강남구 강남대로 616, 12층 (신사동, 신사미타워)",37.5168568304,127.019799659
A1102837,가톨릭정형외과의원,"서울특별시 은평구 응암로 308, 1층, 2층 (응암동, CM빌딩)",37.5986991732052,126.921384169108
A1108010,나은치과의원,"서울특별시 성북구 인촌로13길 8, 5층 (안암동2가,창해빌딩)",37.5869966613958,127.023677137625
A1109683,김능원치과의원,서울특별시 영등포구 국제금융로8길 34,37.52020619146816,126.92726564582613
B1102550,내경한의원,서울특별시 광진구 능동로36길 19  (능동),37.55616531786706,127.08021353330608
A1110070,가이드치과의원,"서울특별시 서초구 강남대로 27, AT센터 B1-17호 (양재동)",37.4643623227152,127.042663599215
A1103822,가족사랑서울정신건강의학과의원,서울특별시 동작구 보라매로 113 (대방동),37.4994633095093,126.927896614044
A1123831,가좌서울치과의원,"서울특별시 서대문구 응암로 76, 2층 (북가좌동)",37.5795967400729,126.911397524788
A1101602,가톨릭정형외과의원,"서울특별시 중랑구 면목로 357, 3,4층 (면목동, 삼일빌딩)",37.5839916838426,127.08813658984
A1105515,김내과의원,서울특별시 금천구 독산로 174  (독산동),37.46281699219009,126.90436002558992
