station_name,line,gu,dong,gu_dong
,,용산구,도원동,용산구_도원동
,,용산구,동빙고동,용산구_동빙고동
,,용산구,문배동,용산구_문배동
,,용산구,보광동,용산구_보광동
,,용산구,산천동,용산구_산천동
,,용산구,서계동,용산구_서계동
,,용산구,신계동,용산구_신계동
,,용산구,신창동,용산구_신창동
,,용산구,용산동1가,용산구_용산동1가
,,용산구,용산동2가,용산구_용산동2가
,,용산구,용산동3가,용산구_용산동3가
,,용산구,용산동6가,용산구_용산동6가
,,용산구,원효로1가,용산구_원효로1가
,,용산구,원효로2가,용산구_원효로2가
,,용산구,원효로3가,용산구_원효로3가
,,용산구,원효로4가,용산구_원효로4가
,,용산구,이촌동,용산구_이촌동
,,용산구,주성동,용산구_주성동
,,용산구,청암동,용산구_청암동
,,용산구,청파동1가,용산구_청파동1가
,,용산구,청파동2가,용산구_청파동2가
,,용산구,청파동3가,용산구_청파동3가
,,용산구,효창동,용산구_효창동
,,용산구,후암동,용산구_후암동
,,은평구,구산동,은평구_구산동
,,은평구,역촌동,은평구_역촌동
,,은평구,응암동,은평구_응암동
,,종로구,가회동,종로구_가회동
,,종로구,견지동,종로구_견지동
,,종로구,계동,종로구_계동
,,종로구,공평동,종로구_공평동
,,종로구,관수동,종로구_관수동
,,종로구,관철동,종로구_관철동
,,종로구,관훈동,종로구_관훈동
,,종로구,교남동,종로구_교남동
,,종로구,교북동,종로구_교북동
,,종로구,구기동,종로구_구기동
,,종로구,궁정동,종로구_궁정동
,,종로구,권농동,종로구_권농동
,,종로구,낙원동,종로구_낙원동
,,종로구,내수동,종로구_내수동
,,종로구,내자동,종로구_내자동
,,종로구,누상동,종로구_누상동
,,종로구,누하동,종로구_누하동
,,종로구,당주동,종로구_당주동
,,종로구,도렴동,종로구_도렴동
,,종로구,명륜1가,종로구_명륜1가
,,종로구,명륜2가,종로구_명륜2가
,,종로구,명륜3가,종로구_명륜3가
,,종로구,명륜4가,종로구_명륜4가
,,종로구,무악동,종로구_무악동
,,종로구,봉익동,종로구_봉익동
,,종로구,부암동,종로구_부암동
,,종로구,사간동,종로구_사간동
,,종로구,사직동,종로구_사직동
,,종로구,삼청동,종로구_삼청동
,,종로구,서린동,종로구_서린동
,,종로구,소격동,종로구_소격동
,,종로구,송월동,종로구_송월동
,,종로구,송현동,종로구_송현동
,,종로구,수송동,종로구_수송동
,,종로구,신교동,종로구_신교동
,,종로구,신문로1가,종로구_신문로1가
,,종로구,신문로2가,종로구_신문로2가
,,종로구,신영동,종로구_신영동
,,종로구,안국동,종로구_안국동
,,종로구,연건동,종로구_연건동
,,종로구,연지동,종로구_연지동
,,종로구,예지동,종로구_예지동
,,종로구,옥인동,종로구_옥인동
,,종로구,와룡동,종로구_와룡동
,,종로구,운니동,종로구_운니동
,,종로구,원남동,종로구_원남동
,,종로구,원서동,종로구_원서동
,,종로구,이화동,종로구_이화동
,,종로구,익선동,종로구_익선동
,,종로구,인사동,종로구_인사동
,,종로구,인의동,종로구_인의동
,,종로구,장사동,종로구_장사동
,,종로구,재동,종로구_재동
,,종로구,종로2가,종로구_종로2가
,,종로구,종로4가,종로구_종로4가
,,종로구,중학동,종로구_중학동
,,종로구,창성동,종로구_창성동
,,종로구,청운동,종로구_청운동
,,종로구,청진동,종로구_청진동
,,종로구,체부동,종로구_체부동
,,종로구,충신동,종로구_충신동
,,종로구,통의동,종로구_통의동
,,종로구,통인동,종로구_통인동
,,종로구,팔판동,종로구_팔판동
,,종로구,평동,종로구_평동
,,종로구,평창동,종로구_평창동
,,종로구,필운동,종로구_필운동
,,종로구,행촌동,종로구_행촌동
,,종로구,혜화동,종로구_혜화동
,,종로구,홍지동,종로구_홍지동
,,종로구,홍파동,종로구_홍파동
,,종로구,화동,종로구_화동
,,종로구,효자동,종로구_효자동
,,종로구,효제동,종로구_효제동
,,종로구,훈정동,종로구_훈정동
,,중구,광희동2가,중구_광희동2가
,,중구,남대문로1가,중구_남대문로1가
,,중구,남대문로2가,중구_남대문로2가
,,중구,남대문로3가,중구_남대문로3가
,,중구,남대문로4가,중구_남대문로4가
,,중구,남대문로5가,중구_남대문로5가
,,중구,남산동1가,중구_남산동1가
,,중구,남산동2가,중구_남산동2가
,,중구,남산동3가,중구_남산동3가
,,중구,남학동,중구_남학동
,,중구,다동,중구_다동
,,중구,만리동1가,중구_만리동1가
,,중구,만리동2가,중구_만리동2가
,,중구,명동1가,중구_명동1가
,,중구,명동2가,중구_명동2가
,,중구,무교동,중구_무교동
,,중구,무학동,중구_무학동
,,중구,묵정동,중구_묵정동
,,중구,방산동,중구_방산동
,,중구,봉래동1가,중구_봉래동1가
,,중구,북창동,중구_북창동
,,중구,산림동,중구_산림동
,,중구,삼각동,중구_삼각동
,,중구,소공동,중구_소공동
,,중구,수표동,중구_수표동
,,중구,수하동,중구_수하동
,,중구,순화동,중구_순화동
,,중구,쌍림동,중구_쌍림동
,,중구,예관동,중구_예관동
,,중구,예장동,중구_예장동
,,중구,오장동,중구_오장동
,,중구,을지로2가,중구_을지로2가
,,중구,을지로5가,중구_을지로5가
,,중구,을지로6가,중구_을지로6가
,,중구,의주로1가,중구_의주로1가
,,중구,의주로2가,중구_의주로2가
,,중구,인현동1가,중구_인현동1가
,,중구,인현동2가,중구_인현동2가
,,중구,입정동,중구_입정동
,,중구,장교동,중구_장교동
,,중구,장충동1가,중구_장충동1가
,,중구,저동1가,중구_저동1가
,,중구,저동2가,중구_저동2가
,,중구,주자동,중구_주자동
,,중구,중림동,중구_중림동
,,중구,초동,중구_초동
,,중구,충무로1가,중구_충무로1가
,,중구,충무로3가,중구_충무로3가
,,중구,충무로4가,중구_충무로4가
,,중구,충무로5가,중구_충무로5가
,,중구,충정로1가,중구_충정로1가
,,중구,태평로1가,중구_태평로1가
,,중구,태평로2가,중구_태평로2가
,,중구,필동1가,중구_필동1가
,,중구,필동3가,중구_필동3가
,,중구,황학동,중구_황학동
,,중구,회현동1가,중구_회현동1가
,,중구,회현동2가,중구_회현동2가
,,중구,회현동3가,중구_회현동3가
