gu,dong,gu_dong,park_count
서대문구,미근동,서대문구_미근동,0
서대문구,봉원동,서대문구_봉원동,0
서대문구,북가좌동,서대문구_북가좌동,0
서대문구,북아현동,서대문구_북아현동,0
서대문구,신촌동,서대문구_신촌동,0
서대문구,영천동,서대문구_영천동,0
서대문구,옥천동,서대문구_옥천동,0
서대문구,창천동,서대문구_창천동,0
서대문구,천연동,서대문구_천연동,0
서대문구,충정로2가,서대문구_충정로2가,0
서대문구,충정로3가,서대문구_충정로3가,0
서대문구,합동,서대문구_합동,0
서대문구,홍제동,서대문구_홍제동,0
서초구,반포동,서초구_반포동,0
서초구,방배동,서초구_방배동,0
서초구,서초동,서초구_서초동,0
서초구,신원동,서초구_신원동,0
서초구,염곡동,서초구_염곡동,0
서초구,원지동,서초구_원지동,0
서초구,잠원동,서초구_잠원동,0
성동구,금호동2가,성동구_금호동2가,0
성동구,도선동,성동구_도선동,0
성동구,마장동,성동구_마장동,0
성동구,사근동,성동구_사근동,0
성동구,상왕십리동,성동구_상왕십리동,0
성동구,송정동,성동구_송정동,0
성동구,옥수동,성동구_옥수동,0
성동구,용답동,성동구_용답동,0
성동구,응봉동,성동구_응봉동,0
성동구,하왕십리동,성동구_하왕십리동,0
성동구,행당동,성동구_행당동,0
성동구,홍익동,성동구_홍익동,0
성북구,길음동,성북구_길음동,0
성북구,동선동1가,성북구_동선동1가,0
성북구,동선동2가,성북구_동선동2가,0
성북구,동선동3가,성북구_동선동3가,0
성북구,동선동4가,성북구_동선동4가,0
성북구,동선동5가,성북구_동선동5가,0
성북구,동소문동1가,성북구_동소문동1가,0
성북구,동소문동2가,성북구_동소문동2가,0
성북구,동소문동3가,성북구_동소문동3가,0
성북구,동소문동4가,성북구_동소문동4가,0
성북구,동소문동5가,성북구_동소문동5가,0
성북구,동소문동6가,성북구_동소문동6가,0
성북구,동소문동7가,성북구_동소문동7가,0
성북구,보문동1가,성북구_보문동1가,0
성북구,보문동2가,성북구_보문동2가,0
성북구,보문동3가,성북구_보문동3가,0
성북구,보문동4가,성북구_보문동4가,0
성북구,보문동5가,성북구_보문동5가,0
성북구,보문동6가,성북구_보문동6가,0
성북구,보문동7가,성북구_보문동7가,0
성북구,삼선동1가,성북구_삼선동1가,0
성북구,삼선동2가,성북구_삼선동2가,0
성북구,삼선동3가,성북구_삼선동3가,0
성북구,삼선동4가,성북구_삼선동4가,0
성북구,삼선동5가,성북구_삼선동5가,0
성북구,석관동,성북구_석관동,0
성북구,성북동1가,성북구_성북동1가,0
성북구,안암동1가,성북구_안암동1가,0
성북구,안암동2가,성북구_안암동2가,0
성북구,안암동3가,성북구_안암동3가,0
성북구,안암동4가,성북구_안암동4가,0
성북구,안암동5가,성북구_안암동5가,0
성북구,장위동,성북구_장위동,0
성북구,종암동,성북구_종암동,0
성북구,하월곡동,성북구_하월곡동,0
송파구,거여동,송파구_거여동,0
송파구,삼전동,송파구_삼전동,0
송파구,석촌동,송파구_석촌동,0
송파구,송파동,송파구_송파동,0
송파구,신천동,송파구_신천동,0
송파구,장지동,송파구_장지동,0
송파구,풍납동,송파구_풍납동,0
영등포구,당산동,영등포구_당산동,0
영등포구,당산동1가,영등포구_당산동1가,0
영등포구,당산동2가,영등포구_당산동2가,0
영등포구,당산동3가,영등포구_당산동3가,0
영등포구,당산동4가,영등포구_당산동4가,0
영등포구,당산동5가,영등포구_당산동5가,0
영등포구,당산동6가,영등포구_당산동6가,0
영등포구,대림동,영등포구_대림동,0
영등포구,도림동,영등포구_도림동,0
영등포구,문래동1가,영등포구_문래동1가,0
영등포구,문래동2가,영등포구_문래동2가,0
영등포구,문래동3가,영등포구_문래동3가,0
영등포구,문래동4가,영등포구_문래동4가,0
영등포구,문래동5가,영등포구_문래동5가,0
영등포구,문래동6가,영등포구_문래동6가,0
영등포구,신길동,영등포구_신길동,0
영등포구,양평동,영등포구_양평동,0
영등포구,양평동1가,영등포구_양평동1가,0
영등포구,양평동2가,영등포구_양평동2가,0
영등포구,양평동3가,영등포구_양평동3가,0
영등포구,양평동4가,영등포구_양평동4가,0
영등포구,양평동5가,영등포구_양평동5가,0
영등포구,양평동6가,영등포구_양평동6가,0
영등포구,영등포동1가,영등포구_영등포동1가,0
영등포구,영등포동3가,영등포구_영등포동3가,0
영등포구,영등포동4가,영등포구_영등포동4가,0
영등포구,영등포동5가,영등포구_영등포동5가,0
영등포구,영등포동6가,영등포구_영등포동6가,0
영등포구,영등포동7가,영등포구_영등포동7가,0
영등포구,영등포동8가,영등포구_영등포동8가,0
용산구,갈월동,용산구_갈월동,0
용산구,남영동,용산구_남영동,0
용산구,도원동,용산구_도원동,0
용산구,동빙고동,용산구_동빙고동,0
용산구,동자동,용산구_동자동,0
용산구,문배동,용산구_문배동,0
용산구,보광동,용산구_보광동,0
용산구,산천동,용산구_산천동,0
용산구,서계동,용산구_서계동,0
용산구,서빙고동,용산구_서빙고동,0
용산구,신계동,용산구_신계동,0
용산구,신창동,용산구_신창동,0
용산구,용문동,용산구_용문동,0
용산구,용산동1가,용산구_용산동1가,0
용산구,용산동3가,용산구_용산동3가,0
용산구,용산동4가,용산구_용산동4가,0
용산구,용산동5가,용산구_용산동5가,0
용산구,원효로1가,용산구_원효로1가,0
용산구,원효로2가,용산구_원효로2가,0
용산구,원효로3가,용산구_원효로3가,0
용산구,원효로4가,용산구_원효로4가,0
용산구,이촌동,용산구_이촌동,0
용산구,이태원동,용산구_이태원동,0
용산구,주성동,용산구_주성동,0
용산구,청암동,용산구_청암동,0
용산구,청파동1가,용산구_청파동1가,0
용산구,청파동2가,용산구_청파동2가,0
용산구,청파동3가,용산구_청파동3가,0
용산구,한강로1가,용산구_한강로1가,0
용산구,한강로2가,용산구_한강로2가,0
용산구,한강로3가,용산구_한강로3가,0
용산구,한남동,용산구_한남동,0
용산구,후암동,용산구_후암동,0
은평구,갈현동,은평구_갈현동,0
은평구,구산동,은평구_구산동,0
은평구,녹번동,은평구_녹번동,0
은평구,대조동,은평구_대조동,0
은평구,수색동,은평구_수색동,0
은평구,역촌동,은평구_역촌동,0
은평구,응암동,은평구_응암동,0
은평구,증산동,은평구_증산동,0
종로구,가회동,종로구_가회동,0
종로구,견지동,종로구_견지동,0
종로구,경운동,종로구_경운동,0
종로구,계동,종로구_계동,0
종로구,공평동,종로구_공평동,0
종로구,관수동,종로구_관수동,0
종로구,관철동,종로구_관철동,0
종로구,관훈동,종로구_관훈동,0
종로구,교남동,종로구_교남동,0
종로구,교북동,종로구_교북동,0
종로구,구기동,종로구_구기동,0
종로구,궁정동,종로구_궁정동,0
종로구,권농동,종로구_권농동,0
종로구,낙원동,종로구_낙원동,0
종로구,내수동,종로구_내수동,0
종로구,내자동,종로구_내자동,0
종로구,누상동,종로구_누상동,0
종로구,누하동,종로구_누하동,0
종로구,당주동,종로구_당주동,0
종로구,도렴동,종로구_도렴동,0
종로구,돈의동,종로구_돈의동,0
종로구,명륜1가,종로구_명륜1가,0
종로구,명륜2가,종로구_명륜2가,0
종로구,명륜4가,종로구_명륜4가,0
종로구,묘동,종로구_묘동,0
종로구,무악동,종로구_무악동,0
종로구,봉익동,종로구_봉익동,0
종로구,부암동,종로구_부암동,0
종로구,사간동,종로구_사간동,0
종로구,서린동,종로구_서린동,0
종로구,소격동,종로구_소격동,0
종로구,송월동,종로구_송월동,0
종로구,송현동,종로구_송현동,0
종로구,수송동,종로구_수송동,0
종로구,숭인동,종로구_숭인동,0
종로구,신교동,종로구_신교동,0
종로구,신문로1가,종로구_신문로1가,0
종로구,신영동,종로구_신영동,0
종로구,안국동,종로구_안국동,0
종로구,연건동,종로구_연건동,0
종로구,연지동,종로구_연지동,0
종로구,예지동,종로구_예지동,0
종로구,와룡동,종로구_와룡동,0
종로구,운니동,종로구_운니동,0
종로구,원남동,종로구_원남동,0
종로구,원서동,종로구_원서동,0
종로구,이화동,종로구_이화동,0
종로구,익선동,종로구_익선동,0
종로구,인사동,종로구_인사동,0
종로구,인의동,종로구_인의동,0
종로구,장사동,종로구_장사동,0
종로구,재동,종로구_재동,0
종로구,적선동,종로구_적선동,0
종로구,종로1가,종로구_종로1가,0
종로구,종로3가,종로구_종로3가,0
종로구,종로4가,종로구_종로4가,0
종로구,종로5가,종로구_종로5가,0
종로구,종로6가,종로구_종로6가,0
종로구,중학동,종로구_중학동,0
종로구,창성동,종로구_창성동,0
종로구,창신동,종로구_창신동,0
종로구,청운동,종로구_청운동,0
종로구,청진동,종로구_청진동,0
종로구,체부동,종로구_체부동,0
종로구,충신동,종로구_충신동,0
종로구,통의동,종로구_통의동,0
종로구,통인동,종로구_통인동,0
종로구,팔판동,종로구_팔판동,0
종로구,평동,종로구_평동,0
종로구,평창동,종로구_평창동,0
종로구,필운동,종로구_필운동,0
종로구,행촌동,종로구_행촌동,0
종로구,혜화동,종로구_혜화동,0
종로구,홍지동,종로구_홍지동,0
종로구,홍파동,종로구_홍파동,0
종로구,화동,종로구_화동,0
종로구,효자동,종로구_효자동,0
종로구,효제동,종로구_효제동,0
종로구,훈정동,종로구_훈정동,0
중구,광희동1가,중구_광희동1가,0
중구,광희동2가,중구_광희동2가,0
중구,남대문로1가,중구_남대문로1가,0
중구,남대문로2가,중구_남대문로2가,0
중구,남대문로3가,중구_남대문로3가,0
중구,남대문로4가,중구_남대문로4가,0
중구,남대문로5가,중구_남대문로5가,0
중구,남산동1가,중구_남산동1가,0
중구,남산동2가,중구_남산동2가,0
중구,남산동3가,중구_남산동3가,0
중구,남창동,중구_남창동,0
중구,남학동,중구_남학동,0
중구,다동,중구_다동,0
중구,만리동1가,중구_만리동1가,0
중구,명동1가,중구_명동1가,0
중구,명동2가,중구_명동2가,0
중구,무교동,중구_무교동,0
중구,무학동,중구_무학동,0
중구,묵정동,중구_묵정동,0
중구,방산동,중구_방산동,0
중구,봉래동1가,중구_봉래동1가,0
중구,봉래동2가,중구_봉래동2가,0
중구,북창동,중구_북창동,0
중구,산림동,중구_산림동,0
중구,삼각동,중구_삼각동,0
중구,서소문동,중구_서소문동,0
중구,소공동,중구_소공동,0
중구,수표동,중구_수표동,0
중구,수하동,중구_수하동,0
중구,순화동,중구_순화동,0
중구,신당동,중구_신당동,0
중구,쌍림동,중구_쌍림동,0
중구,예관동,중구_예관동,0
중구,예장동,중구_예장동,0
중구,오장동,중구_오장동,0
중구,을지로1가,중구_을지로1가,0
중구,을지로2가,중구_을지로2가,0
중구,을지로3가,중구_을지로3가,0
중구,을지로4가,중구_을지로4가,0
중구,을지로6가,중구_을지로6가,0
중구,을지로7가,중구_을지로7가,0
중구,의주로1가,중구_의주로1가,0
중구,의주로2가,중구_의주로2가,0
중구,인현동1가,중구_인현동1가,0
중구,인현동2가,중구_인현동2가,0
중구,입정동,중구_입정동,0
중구,장교동,중구_장교동,0
중구,장충동1가,중구_장충동1가,0
중구,장충동2가,중구_장충동2가,0
중구,저동1가,중구_저동1가,0
중구,저동2가,중구_저동2가,0
중구,정동,중구_정동,0
중구,주교동,중구_주교동,0
중구,주자동,중구_주자동,0
중구,중림동,중구_중림동,0
중구,초동,중구_초동,0
중구,충무로1가,중구_충무로1가,0
중구,충무로2가,중구_충무로2가,0
중구,충무로3가,중구_충무로3가,0
중구,충무로4가,중구_충무로4가,0
중구,충무로5가,중구_충무로5가,0
중구,충정로1가,중구_충정로1가,0
중구,태평로1가,중구_태평로1가,0
중구,태평로2가,중구_태평로2가,0
중구,필동1가,중구_필동1가,0
중구,필동2가,중구_필동2가,0
중구,필동3가,중구_필동3가,0
중구,황학동,중구_황학동,0
중구,회현동1가,중구_회현동1가,0
중구,회현동2가,중구_회현동2가,0
중구,회현동3가,중구_회현동3가,0
중구,흥인동,중구_흥인동,0
중랑구,묵동,중랑구_묵동,0
중랑구,상봉동,중랑구_상봉동,0
중랑구,중화동,중랑구_중화동,0
